timestamp,symbol,best_bid,best_ask,bid_depth,ask_depth
2026-08-26 09:00:07.635,SOLUSDT,139.92,139.94,16.5784,5.7948
2026-08-26 09:00:07.746,SOLUSDT,140.0,140.02,23.6941,9.0852
2026-08-26 09:00:08.033,ETHUSDT,2999.73,3000.33,7.6176,17.91
2026-08-26 09:00:08.101,BTCUSDT,59930.27,59942.25,14.1657,24.9691
2026-08-26 09:00:08.168,SOLUSDT,140.08,140.1,15.1177,7.6491
2026-08-26 09:00:08.295,BTCUSDT,59947.0,59959.0,10.6997,13.7637
2026-08-26 09:00:08.371,SOLUSDT,139.94,139.96,18.3573,16.092
2026-08-26 09:00:08.490,BTCUSDT,60007.65,60019.65,7.3086,7.1407
2026-08-26 09:00:08.607,ETHUSDT,2998.73,2999.33,19.3522,9.0719
2026-08-26 09:00:08.819,SOLUSDT,140.03,140.05,10.0224,23.1632
2026-08-26 09:00:09.119,ETHUSDT,3003.6,3004.2,5.8817,11.6711
2026-08-26 09:00:09.171,ETHUSDT,3000.45,3001.05,19.8246,16.0336
2026-08-26 09:00:09.230,BTCUSDT,60007.58,60019.58,23.901,18.8204
2026-08-26 09:00:09.518,ETHUSDT,3000.58,3001.18,13.5957,5.8366
2026-08-26 09:00:09.767,BTCUSDT,60004.49,60016.49,9.2015,9.9906
2026-08-26 09:00:09.877,SOLUSDT,139.82,139.84,24.4767,19.9896
2026-08-26 09:00:10.012,BTCUSDT,59948.93,59960.93,22.6283,5.4957
2026-08-26 09:00:10.285,ETHUSDT,3002.59,3003.19,10.3361,20.7475
2026-08-26 09:00:10.413,BTCUSDT,59941.95,59953.93,9.4487,21.3317
2026-08-26 09:00:10.684,BTCUSDT,59940.64,59952.62,5.4733,8.8626
2026-08-26 09:00:10.949,BTCUSDT,60046.71,60058.73,12.0229,15.1881
2026-08-26 09:00:11.044,SOLUSDT,139.99,140.01,23.7847,7.3068
2026-08-26 09:00:11.295,SOLUSDT,139.79,139.81,5.7651,16.9314
2026-08-26 09:00:11.492,ETHUSDT,2996.49,2997.09,17.1242,15.2285
2026-08-26 09:00:11.748,BTCUSDT,59986.55,59998.55,5.8877,13.7212
2026-08-26 09:00:11.882,SOLUSDT,139.87,139.89,12.2844,6.3995
2026-08-26 09:00:12.061,SOLUSDT,139.86,139.88,18.2677,7.4925
2026-08-26 09:00:12.160,ETHUSDT,3000.22,3000.82,11.5237,18.9442
2026-08-26 09:00:12.287,ETHUSDT,3000.39,3000.99,18.5464,23.0561
2026-08-26 09:00:12.492,ETHUSDT,2999.87,3000.47,11.0775,9.2037
2026-08-26 09:00:12.663,SOLUSDT,140.11,140.13,14.2998,13.8432
2026-08-26 09:00:12.871,SOLUSDT,139.8,139.82,18.177,10.6757
2026-08-26 09:00:12.978,ETHUSDT,3000.61,3001.21,21.3685,20.0228
2026-08-26 09:00:13.245,BTCUSDT,60024.9,60036.9,5.4885,9.8969
2026-08-26 09:00:13.473,BTCUSDT,60073.84,60085.86,13.2888,17.5953
2026-08-26 09:00:13.751,ETHUSDT,2998.75,2999.35,12.9931,7.9514
2026-08-26 09:00:13.919,BTCUSDT,60003.9,60015.9,9.3768,21.0822
2026-08-26 09:00:14.087,BTCUSDT,60132.87,60144.89,23.3494,7.4272
2026-08-26 09:00:14.321,SOLUSDT,139.93,139.95,24.0008,22.8285
2026-08-26 09:00:14.561,SOLUSDT,139.92,139.94,21.6114,15.9574
2026-08-26 09:00:14.807,ETHUSDT,3004.38,3004.98,10.1838,9.9448
2026-08-26 09:00:14.930,SOLUSDT,139.89,139.91,17.535,10.4919
2026-08-26 09:00:15.018,BTCUSDT,60137.33,60149.35,11.717,22.8605
2026-08-26 09:00:15.172,BTCUSDT,59872.5,59884.48,18.879,19.1284
2026-08-26 09:00:15.453,ETHUSDT,2998.37,2998.97,13.3155,9.1367
2026-08-26 09:00:15.504,SOLUSDT,140.06,140.08,22.1346,20.3119
2026-08-26 09:00:15.661,ETHUSDT,2998.7,2999.3,20.0695,22.069
2026-08-26 09:00:15.810,SOLUSDT,140.24,140.26,14.7646,10.4587
2026-08-26 09:00:16.019,ETHUSDT,3000.83,3001.43,19.4836,21.8101
2026-08-26 09:00:16.090,SOLUSDT,139.78,139.8,23.1386,16.8379
2026-08-26 09:00:16.237,SOLUSDT,139.96,139.98,7.714,14.234
2026-08-26 09:00:16.358,ETHUSDT,2989.98,2990.58,14.094,11.75
2026-08-26 09:00:16.465,ETHUSDT,2993.72,2994.32,0.434,0.2881
2026-08-26 09:00:16.520,SOLUSDT,139.81,139.83,0.4125,0.3607
2026-08-26 09:00:16.635,SOLUSDT,139.97,139.99,0.1954,0.2894
2026-08-26 09:00:16.764,ETHUSDT,2998.3,2998.9,0.3424,0.4855
2026-08-26 09:00:16.864,BTCUSDT,60018.3,60030.3,0.4716,0.3303
2026-08-26 09:00:17.058,BTCUSDT,60048.57,60060.59,0.1408,0.409
2026-08-26 09:00:17.215,BTCUSDT,59981.85,59993.85,0.3131,0.3646
2026-08-26 09:00:17.310,ETHUSDT,2999.88,3000.48,0.2734,0.2449
2026-08-26 09:00:17.511,SOLUSDT,139.72,139.74,0.3464,0.4678
2026-08-26 09:00:17.679,ETHUSDT,3003.54,3004.14,0.4407,0.4323
2026-08-26 09:00:17.795,SOLUSDT,140.09,140.11,0.2346,0.2977
2026-08-26 09:00:17.847,ETHUSDT,2999.91,3000.51,22.6064,19.0237
2026-08-26 09:00:18.091,SOLUSDT,140.02,140.04,6.7123,19.4015
2026-08-26 09:00:18.164,BTCUSDT,60044.97,60056.99,17.9181,14.8164
2026-08-26 09:00:18.308,ETHUSDT,3004.06,3004.66,13.088,9.8661
2026-08-26 09:00:18.537,ETHUSDT,3001.59,3002.19,13.5101,19.9187
2026-08-26 09:00:18.667,ETHUSDT,2997.57,2998.17,11.1325,9.6108
2026-08-26 09:00:18.867,BTCUSDT,60001.04,60013.04,8.8308,19.7721
2026-08-26 09:00:19.009,SOLUSDT,140.15,140.17,24.6102,21.6526
2026-08-26 09:00:19.308,BTCUSDT,60059.92,60071.94,5.283,15.6827
2026-08-26 09:00:19.483,BTCUSDT,60009.7,60021.7,18.9483,7.5256
2026-08-26 09:00:19.580,BTCUSDT,59995.26,60007.26,16.4813,14.3879
2026-08-26 09:00:19.732,BTCUSDT,60045.23,60057.25,23.8213,14.5546
2026-08-26 09:00:19.989,ETHUSDT,2999.31,2999.91,16.5404,18.729
2026-08-26 09:00:20.145,SOLUSDT,140.14,140.16,6.7036,9.9638
2026-08-26 09:00:20.271,SOLUSDT,139.82,139.84,20.5139,12.6076
2026-08-26 09:00:20.510,SOLUSDT,140.08,140.1,11.1076,17.4205
2026-08-26 09:00:20.621,BTCUSDT,59940.17,59952.15,17.5103,10.2929
2026-08-26 09:00:20.791,BTCUSDT,60100.22,60112.24,8.1307,13.1704
2026-08-26 09:00:20.957,ETHUSDT,2998.74,2999.34,9.6295,19.1391
2026-08-26 09:00:21.176,BTCUSDT,60075.46,60087.48,23.4782,20.7566
2026-08-26 09:00:21.294,BTCUSDT,59963.58,59975.58,7.2955,9.4962
2026-08-26 09:00:21.555,BTCUSDT,60046.34,60058.36,6.1928,20.8526
2026-08-26 09:00:21.708,SOLUSDT,139.79,139.81,13.7831,14.374
2026-08-26 09:00:21.946,ETHUSDT,3003.78,3004.38,13.7552,16.9607
2026-08-26 09:00:22.216,ETHUSDT,3004.13,3004.73,5.5173,9.5785
2026-08-26 09:00:22.276,SOLUSDT,139.99,140.01,24.9914,18.4456
2026-08-26 09:00:22.475,BTCUSDT,59944.37,59956.37,15.3793,13.8446
2026-08-26 09:00:22.607,ETHUSDT,2999.97,3000.57,24.3811,14.4002
2026-08-26 09:00:22.730,SOLUSDT,139.93,139.95,22.1547,11.5961
2026-08-26 09:00:22.860,SOLUSDT,140.13,140.15,21.2713,16.0019
2026-08-26 09:00:23.121,ETHUSDT,2997.38,2997.98,7.3184,20.451
2026-08-26 09:00:23.364,BTCUSDT,60018.37,60030.37,13.265,8.7517
2026-08-26 09:00:23.651,ETHUSDT,2997.4,2998.0,20.1998,9.0712
2026-08-26 09:00:23.862,ETHUSDT,3002.63,3003.23,22.6169,14.6942
2026-08-26 09:00:24.016,SOLUSDT,139.91,139.93,19.1957,11.215
2026-08-26 09:00:24.096,BTCUSDT,59885.4,59897.38,24.8451,23.2586
2026-08-26 09:00:24.215,SOLUSDT,140.25,140.27,14.9675,19.3321
2026-08-26 09:00:24.363,ETHUSDT,3002.61,3003.21,24.6049,9.8746
2026-08-26 09:00:24.519,BTCUSDT,60103.88,60115.9,22.2805,10.5249
2026-08-26 09:00:24.719,ETHUSDT,2998.85,2999.45,21.411,10.6568
2026-08-26 09:00:24.854,SOLUSDT,140.18,140.2,22.3052,13.9309
2026-08-26 09:00:25.082,SOLUSDT,140.03,140.05,14.1069,11.4355
2026-08-26 09:00:25.322,BTCUSDT,59958.04,59970.04,9.6712,20.5109
2026-08-26 09:00:25.410,ETHUSDT,3000.61,3001.21,12.7216,18.2738
2026-08-26 09:00:25.485,ETHUSDT,2999.84,3000.44,7.5249,24.3071
2026-08-26 09:00:25.639,ETHUSDT,2994.9,2995.5,15.519,14.1386
2026-08-26 09:00:25.848,SOLUSDT,140.06,140.08,6.4966,20.6305
2026-08-26 09:00:26.117,SOLUSDT,140.21,140.23,17.9967,22.0353
2026-08-26 09:00:26.291,SOLUSDT,139.89,139.91,24.0828,17.536
2026-08-26 09:00:26.414,SOLUSDT,140.21,140.23,17.3492,9.6954
2026-08-26 09:00:26.687,BTCUSDT,60099.31,60111.33,13.6794,6.9689
2026-08-26 09:00:26.820,BTCUSDT,59977.85,59989.85,8.3273,10.9893
2026-08-26 09:00:26.975,BTCUSDT,60076.11,60088.13,12.1693,13.6137
2026-08-26 09:00:27.183,SOLUSDT,139.94,139.96,8.3997,6.5794
2026-08-26 09:00:27.396,SOLUSDT,139.74,139.76,14.9533,16.6631
2026-08-26 09:00:27.676,ETHUSDT,2999.29,2999.89,10.1065,5.1879
2026-08-26 09:00:27.802,ETHUSDT,2999.92,3000.52,6.4772,23.9047
2026-08-26 09:00:27.950,SOLUSDT,140.04,140.06,18.8063,14.1367
2026-08-26 09:00:28.179,ETHUSDT,2999.53,3000.13,9.7441,16.4385
2026-08-26 09:00:28.373,ETHUSDT,3000.91,3001.51,24.5589,18.1646
2026-08-26 09:00:28.654,SOLUSDT,140.08,140.1,23.2123,19.9034
2026-08-26 09:00:28.862,ETHUSDT,3001.16,3001.76,17.1413,12.0464
2026-08-26 09:00:28.991,ETHUSDT,3002.57,3003.17,17.565,23.0681
2026-08-26 09:00:29.116,ETHUSDT,2998.27,2998.87,16.5915,19.6472
2026-08-26 09:00:29.414,ETHUSDT,2997.32,2997.92,8.5128,7.6432
2026-08-26 09:00:29.587,ETHUSDT,2999.13,2999.73,21.6095,10.1394
2026-08-26 09:00:29.830,ETHUSDT,2999.81,3000.41,21.0847,14.3666
2026-08-26 09:00:30.082,BTCUSDT,60066.27,60078.29,24.3454,21.0918
2026-08-26 09:00:30.323,ETHUSDT,2999.04,2999.64,10.2892,7.4718
2026-08-26 09:00:30.400,SOLUSDT,140.07,140.09,16.6912,21.4483
2026-08-26 09:00:30.533,SOLUSDT,139.67,139.69,14.4295,17.3909
2026-08-26 09:00:30.762,SOLUSDT,139.68,139.7,17.953,17.7081
2026-08-26 09:00:30.938,ETHUSDT,3000.63,3001.23,7.3335,5.9069
2026-08-26 09:00:31.082,BTCUSDT,59998.77,60010.77,9.696,15.7509
2026-08-26 09:00:31.299,SOLUSDT,140.02,140.04,16.7468,19.532
2026-08-26 09:00:31.525,BTCUSDT,59991.13,60003.13,17.313,23.7811
2026-08-26 09:00:31.600,ETHUSDT,2996.46,2997.06,13.8677,24.0111
2026-08-26 09:00:31.751,SOLUSDT,140.12,140.14,15.8893,24.5569
2026-08-26 09:00:31.824,ETHUSDT,3004.14,3004.74,24.3641,23.9802
2026-08-26 09:00:32.075,SOLUSDT,140.13,140.15,17.8341,16.9429
2026-08-26 09:00:32.337,ETHUSDT,2999.13,2999.73,24.7764,20.7396
2026-08-26 09:00:32.585,SOLUSDT,139.81,139.83,16.7277,21.2611
2026-08-26 09:00:32.773,BTCUSDT,60027.78,60039.78,10.5455,24.6806
2026-08-26 09:00:32.914,ETHUSDT,2997.82,2998.42,7.1985,22.329
2026-08-26 09:00:33.071,BTCUSDT,59942.17,59954.15,5.3156,10.3074
2026-08-26 09:00:33.252,SOLUSDT,140.09,140.11,19.9133,14.5249
2026-08-26 09:00:33.488,SOLUSDT,139.86,139.88,14.0401,9.431
2026-08-26 09:00:33.660,SOLUSDT,140.03,140.05,14.1609,24.2805
2026-08-26 09:00:33.728,ETHUSDT,2996.77,2997.37,18.7219,14.8054
2026-08-26 09:00:33.940,BTCUSDT,60091.17,60103.19,17.1659,6.3136
2026-08-26 09:00:34.119,SOLUSDT,140.07,140.09,12.6181,16.9478
2026-08-26 09:00:34.335,SOLUSDT,139.61,139.63,6.9836,19.0356
2026-08-26 09:00:34.596,SOLUSDT,139.86,139.88,13.6014,22.7618
2026-08-26 09:00:34.816,ETHUSDT,3000.5,3001.1,13.3198,6.9017
2026-08-26 09:00:34.889,ETHUSDT,2999.84,3000.44,24.0719,18.7364
2026-08-26 09:00:34.972,BTCUSDT,60039.62,60051.62,13.6375,19.8918
2026-08-26 09:00:35.053,SOLUSDT,140.19,140.21,16.7293,16.2317
2026-08-26 09:00:35.337,ETHUSDT,2996.6,2997.2,22.4721,23.8226
2026-08-26 09:00:35.534,SOLUSDT,139.91,139.93,24.368,17.0082
2026-08-26 09:00:35.673,SOLUSDT,140.21,140.23,8.0946,14.6438
2026-08-26 09:00:35.832,SOLUSDT,139.93,139.95,7.2977,10.5714
2026-08-26 09:00:35.889,SOLUSDT,139.95,139.97,17.1799,18.1566
2026-08-26 09:00:35.940,BTCUSDT,60118.51,60130.53,19.054,11.1797
2026-08-26 09:00:36.152,BTCUSDT,60050.85,60062.87,16.3264,13.0157
2026-08-26 09:00:36.289,BTCUSDT,59933.52,59945.5,19.9222,9.3027
2026-08-26 09:00:36.491,BTCUSDT,59943.4,59955.38,11.2327,11.4877
2026-08-26 09:00:36.561,BTCUSDT,59980.85,59992.85,8.1116,20.0887
2026-08-26 09:00:36.680,ETHUSDT,2999.99,3000.59,18.2388,14.7132
2026-08-26 09:00:36.881,BTCUSDT,60062.62,60074.64,11.9035,7.2178
2026-08-26 09:00:36.985,ETHUSDT,3003.44,3004.04,0.1182,0.2581
2026-08-26 09:00:37.171,BTCUSDT,60004.91,60016.91,0.2158,0.148
2026-08-26 09:00:37.231,SOLUSDT,140.02,140.04,0.3001,0.4333
2026-08-26 09:00:37.444,ETHUSDT,3002.19,3002.79,0.2839,0.1311
2026-08-26 09:00:37.706,ETHUSDT,2997.13,2997.73,0.1461,0.1083
2026-08-26 09:00:37.857,SOLUSDT,140.06,140.08,0.1353,0.4378
2026-08-26 09:00:37.956,ETHUSDT,3000.7,3001.3,0.1886,0.4116
2026-08-26 09:00:38.056,ETHUSDT,2998.89,2999.49,0.391,0.4276
2026-08-26 09:00:38.299,BTCUSDT,59935.28,59947.26,0.4041,0.3622
2026-08-26 09:00:38.597,SOLUSDT,140.1,140.12,0.3725,0.4528
2026-08-26 09:00:38.661,SOLUSDT,139.86,139.88,0.1604,0.1273
2026-08-26 09:00:38.923,ETHUSDT,3000.94,3001.54,11.2082,14.0383
2026-08-26 09:00:39.125,ETHUSDT,2996.52,2997.12,17.8933,24.5474
2026-08-26 09:00:39.404,SOLUSDT,139.74,139.76,14.2542,16.0863
2026-08-26 09:00:39.608,BTCUSDT,60004.83,60016.83,23.181,16.4331
2026-08-26 09:00:39.872,ETHUSDT,3000.03,3000.63,24.1544,14.0105
2026-08-26 09:00:40.034,ETHUSDT,3000.35,3000.95,15.091,8.4512
2026-08-26 09:00:40.282,ETHUSDT,3005.35,3005.95,12.278,23.3587
2026-08-26 09:00:40.356,ETHUSDT,3000.25,3000.85,20.7845,17.9461
2026-08-26 09:00:40.638,SOLUSDT,139.85,139.87,10.6829,19.4747
2026-08-26 09:00:40.777,SOLUSDT,140.35,140.37,11.6672,16.6548
2026-08-26 09:00:40.970,ETHUSDT,2999.23,2999.83,7.579,19.1767
2026-08-26 09:00:41.209,ETHUSDT,3002.26,3002.86,21.2637,18.4023
2026-08-26 09:00:41.351,SOLUSDT,139.81,139.83,17.9205,13.4681
2026-08-26 09:00:41.450,ETHUSDT,2995.19,2995.79,24.0234,11.8346
2026-08-26 09:00:41.629,BTCUSDT,59979.26,59991.26,8.0989,10.9158
2026-08-26 09:00:41.831,SOLUSDT,140.1,140.12,18.2386,22.5279
2026-08-26 09:00:42.088,ETHUSDT,3005.25,3005.85,8.2449,21.6269
2026-08-26 09:00:42.386,BTCUSDT,59932.98,59944.96,5.8738,12.286
2026-08-26 09:00:42.497,ETHUSDT,2998.89,2999.49,20.0478,20.676
2026-08-26 09:00:42.693,ETHUSDT,2999.7,3000.3,23.0795,8.8803
2026-08-26 09:00:42.850,ETHUSDT,2999.74,3000.34,20.3888,20.5625
2026-08-26 09:00:43.064,BTCUSDT,59987.11,59999.11,21.0252,7.768
2026-08-26 09:00:43.331,ETHUSDT,2999.6,3000.2,16.0908,7.0518
2026-08-26 09:00:43.512,BTCUSDT,60077.3,60089.32,6.6775,8.2062
2026-08-26 09:00:43.788,BTCUSDT,60068.76,60080.78,6.8343,23.2101
2026-08-26 09:00:43.936,ETHUSDT,3000.57,3001.17,13.2979,12.9291
2026-08-26 09:00:44.168,BTCUSDT,59909.56,59921.54,9.4908,11.3737
2026-08-26 09:00:44.430,SOLUSDT,139.94,139.96,20.8276,7.752
2026-08-26 09:00:44.711,ETHUSDT,3002.51,3003.11,20.1768,14.3822
2026-08-26 09:00:44.947,BTCUSDT,59951.73,59963.73,10.1185,21.6993
2026-08-26 09:00:45.009,SOLUSDT,139.92,139.94,7.2237,10.762
2026-08-26 09:00:45.273,BTCUSDT,59972.96,59984.96,17.779,17.4562
2026-08-26 09:00:45.397,ETHUSDT,3001.83,3002.43,17.6391,16.5009
2026-08-26 09:00:45.617,ETHUSDT,3004.64,3005.24,17.2962,9.8113
2026-08-26 09:00:45.806,SOLUSDT,140.07,140.09,15.4697,12.2121
2026-08-26 09:00:45.951,SOLUSDT,139.76,139.78,12.8091,14.4027
2026-08-26 09:00:46.169,ETHUSDT,2998.13,2998.73,12.1419,6.3512
2026-08-26 09:00:46.230,SOLUSDT,140.17,140.19,20.43,19.7037
2026-08-26 09:00:46.398,ETHUSDT,2995.86,2996.46,21.2702,8.5018
2026-08-26 09:00:46.646,SOLUSDT,139.74,139.76,17.6347,21.23
2026-08-26 09:00:46.706,ETHUSDT,2998.07,2998.67,10.8689,5.8761
2026-08-26 09:00:46.820,ETHUSDT,3002.62,3003.22,15.3077,24.7825
2026-08-26 09:00:47.037,BTCUSDT,59972.18,59984.18,10.7222,22.2428
2026-08-26 09:00:47.277,ETHUSDT,3006.17,3006.77,7.4895,12.3604
2026-08-26 09:00:47.421,ETHUSDT,3000.21,3000.81,11.7807,8.7363
2026-08-26 09:00:47.625,SOLUSDT,139.81,139.83,21.023,19.5416
2026-08-26 09:00:47.753,BTCUSDT,60005.75,60017.75,11.4242,6.6014
2026-08-26 09:00:47.989,ETHUSDT,3005.72,3006.32,8.3329,13.8782
2026-08-26 09:00:48.058,ETHUSDT,3000.47,3001.07,10.4911,24.6005
2026-08-26 09:00:48.351,SOLUSDT,139.85,139.87,12.2662,21.0219
2026-08-26 09:00:48.433,BTCUSDT,59883.56,59895.54,21.9734,18.5618
2026-08-26 09:00:48.628,BTCUSDT,59973.12,59985.12,20.5703,12.3266
2026-08-26 09:00:48.873,BTCUSDT,59957.31,59969.31,18.5812,23.9765
2026-08-26 09:00:48.986,BTCUSDT,60074.47,60086.49,15.5892,12.9607
2026-08-26 09:00:49.179,BTCUSDT,59937.05,59949.03,19.7135,14.9809
2026-08-26 09:00:49.385,BTCUSDT,59999.72,60011.72,20.4993,19.0808
2026-08-26 09:00:49.479,ETHUSDT,2997.97,2998.57,9.0036,7.7146
2026-08-26 09:00:49.610,SOLUSDT,139.75,139.77,24.9452,21.2103
2026-08-26 09:00:49.736,SOLUSDT,139.99,140.01,19.1908,15.9999
2026-08-26 09:00:49.837,BTCUSDT,59900.53,59912.51,20.8739,15.1751
2026-08-26 09:00:49.981,BTCUSDT,60031.94,60043.94,20.8075,5.5257
2026-08-26 09:00:50.214,ETHUSDT,2994.41,2995.01,17.239,6.7243
2026-08-26 09:00:50.282,SOLUSDT,139.98,140.0,15.5139,20.3833
2026-08-26 09:00:50.420,BTCUSDT,60057.86,60069.88,17.8468,13.9995
2026-08-26 09:00:50.692,BTCUSDT,60027.59,60039.59,20.3556,7.5807
2026-08-26 09:00:50.981,BTCUSDT,59966.78,59978.78,15.362,11.0825
2026-08-26 09:00:51.247,SOLUSDT,140.05,140.07,11.9205,23.8181
2026-08-26 09:00:51.457,BTCUSDT,60043.11,60055.11,8.926,24.127
2026-08-26 09:00:51.546,ETHUSDT,2996.46,2997.06,15.0515,8.3727
2026-08-26 09:00:51.603,BTCUSDT,60061.73,60073.75,21.8506,16.2724
2026-08-26 09:00:51.706,BTCUSDT,60050.29,60062.31,23.9709,20.4204
2026-08-26 09:00:51.895,SOLUSDT,139.79,139.81,17.3622,5.6057
2026-08-26 09:00:52.021,ETHUSDT,3000.37,3000.97,14.6589,21.0938
2026-08-26 09:00:52.189,ETHUSDT,2998.92,2999.52,18.7723,8.1616
2026-08-26 09:00:52.426,BTCUSDT,60080.81,60092.83,17.1332,11.2516
2026-08-26 09:00:52.557,ETHUSDT,3002.3,3002.9,7.6153,12.4108
2026-08-26 09:00:52.619,BTCUSDT,59998.94,60010.94,7.4504,13.9919
2026-08-26 09:00:52.899,ETHUSDT,3003.37,3003.97,22.2833,13.3627
2026-08-26 09:00:52.989,BTCUSDT,60131.92,60143.94,23.675,19.4226
2026-08-26 09:00:53.280,ETHUSDT,2994.65,2995.25,14.9752,11.1708
2026-08-26 09:00:53.342,ETHUSDT,2998.44,2999.04,24.3337,9.3029
2026-08-26 09:00:53.465,ETHUSDT,2996.68,2997.28,16.9504,21.857
2026-08-26 09:00:53.701,SOLUSDT,139.99,140.01,21.9434,13.6186
2026-08-26 09:00:53.800,ETHUSDT,2996.49,2997.09,12.3187,13.0116
2026-08-26 09:00:53.921,ETHUSDT,3002.65,3003.25,6.4706,15.0851
2026-08-26 09:00:54.057,SOLUSDT,140.31,140.33,7.5733,6.9336
2026-08-26 09:00:54.235,SOLUSDT,140.01,140.03,20.0993,8.9812
2026-08-26 09:00:54.417,BTCUSDT,59899.81,59911.79,5.7783,19.2718
2026-08-26 09:00:54.623,ETHUSDT,2997.83,2998.43,17.1252,15.3101
2026-08-26 09:00:54.824,ETHUSDT,2998.21,2998.81,12.8591,17.33
2026-08-26 09:00:54.968,ETHUSDT,3003.96,3004.56,19.1748,10.9958
2026-08-26 09:00:55.203,ETHUSDT,3000.73,3001.33,24.598,16.674
2026-08-26 09:00:55.501,SOLUSDT,140.02,140.04,16.9382,10.3106
2026-08-26 09:00:55.712,SOLUSDT,139.87,139.89,19.428,16.6705
2026-08-26 09:00:56.004,SOLUSDT,139.9,139.92,7.9555,18.6145
2026-08-26 09:00:56.159,SOLUSDT,140.07,140.09,8.8157,13.8208
2026-08-26 09:00:56.432,SOLUSDT,139.97,139.99,13.2075,20.4994
2026-08-26 09:00:56.651,SOLUSDT,140.11,140.13,19.1155,15.3737
2026-08-26 09:00:56.788,ETHUSDT,2998.15,2998.75,11.2751,8.4636
2026-08-26 09:00:57.043,SOLUSDT,139.5,139.52,18.5174,22.3531
